Datum,Kl,Essingeleden,Hornsgatan innerstadsgata,Sveav�gen innerstadsgata,Uppsala innerstadsgata,Torkel Knutssonsgatan t�tort,Norr Malma landsbygd,Folkungagatan innerstadsgata,Uppsala t�tort,
2015-04-12,21:00,4.62,7.12274,4.95924,5.855,5.962,4.306,0,6.05975,
2015-04-12,22:00,3.2715,6.67425,4.5295,2.24012,4.3995,2.887,0,2.86625,
2015-04-12,23:00,3.03725,5.021,1.727,0,2.1405,1.706,0,0,
2015-04-13,00:00,2.58075,4.32224,2.03975,0.166467,3.2835,1.71,0,1.8614,
2015-04-13,01:00,2.9725,4.36549,2.021,-1.01242,3.84975,1.792,0,-0.7259,
2015-04-13,02:00,1.50975,4.56224,0.889349,1.4212,2.26,2.199,0,2.824,
2015-04-13,03:00,4.01399,4.52224,1.5815,1.3925,4.37399,2.728,0,2.1325,
2015-04-13,04:00,3.4225,4.45324,3.1605,0.6633,5.46874,2.644,0,1.68562,
2015-04-13,05:00,3.3135,5.38274,2.66875,2.01747,5.32874,2.32,0,2.7005,
2015-04-13,06:00,3.75224,4.21999,2.19775,3.08549,3.41425,3.111,0,3.55199,
2015-04-13,07:00,7.49774,6.45899,3.98775,4.10774,5.70499,4.063,0,5.5145,
2015-04-13,08:00,4.80699,6.29275,3.491,4.032,3.865,4.214,0,4.12949,
2015-04-13,09:00,2.7955,5.48899,2.8935,2.274,2.08925,4.25999,0,3.355,
2015-04-13,10:00,5.2335,8.15773,4.78024,2.49197,4.82099,4.50999,0,1.48915,
2015-04-13,11:00,3.795,5.10724,5.34599,5.564,1.22422,4.49599,0,3.10725,
2015-04-13,12:00,5.44824,2.99625,3.38025,3.07574,-0.690199,3.016,0,1.3329,
2015-04-13,13:00,2.94925,6.73399,2.84719,4.18649,2.6876,1.342,0,-0.30385,
2015-04-13,14:00,2.81224,6.17049,4.24574,10.4872,0,1.909,0,7.62424,
2015-04-13,15:00,3.0555,7.74559,0,9.40149,0,2.671,0,7.20924,
2015-04-13,16:00,9.07549,14.458,8.28624,3.23893,0,1.677,0,-0.0829989,
2015-04-13,17:00,5.42449,3.7702,-0.0541737,0,0,0.538799,0,0,
2015-04-13,18:00,5.158,6.46249,3.7,0,0,0.575399,0,-3.01137,
2015-04-13,19:00,1.69037,-1.33942,-0.991573,-3.24252,0,0.584599,0,-3.279,
2015-04-13,20:00,1.48625,-1.02335,-2.77276,2.74502,0,0.6486,0,2.14402,
2015-04-13,21:00,2.42675,4.08849,1.3156,5.85049,1.18473,1.111,0,2.59,
2015-04-13,22:00,2.774,4.479,2.48075,-0.886024,3.09375,0.8679,0,-0.818424,
2015-04-13,23:00,1.1394,2.15375,0.0757246,-1.99475,1.33837,0.7575,0,-0.6373,
2015-04-14,00:00,0.43275,3.14574,-0.527274,-2.86975,1.27752,0.756399,0,1.14145,
2015-04-14,01:00,0.544449,1.68625,-1.13235,-0.223575,1.29045,0.728399,0,2.09075,
2015-04-14,02:00,0.964125,2.82325,0.687692,-0.0523778,-0.410952,1.089,0,2.132,
2015-04-14,03:00,2.16125,3.1795,2.367,1.06042,2.53875,1.399,0,1.78525,
2015-04-14,04:00,1.247,2.3765,0.828749,0.54145,1.61175,0.929799,0,1.4345,
2015-04-14,05:00,2.11375,2.65174,-1.13755,0.403357,1.36896,0.625799,0,0.210072,
2015-04-14,06:00,3.3285,4.36849,1.37257,1.139,2.209,0.6966,0,0.612575,
2015-04-14,07:00,3.49625,5.02399,4.64099,2.17185,2.90475,0.658899,0,1.0835,
2015-04-14,08:00,1.36535,4.28199,3.48875,1.4506,0.588248,0.2646,0,-0.633624,
2015-04-14,09:00,2.4765,6.97299,3.41075,1.09055,2.88375,-0.1112,0,-1.4573,
2015-04-14,10:00,2.733,4.49999,3.86174,-0.917228,1.438,0.003046,0,-2.021,
2015-04-14,11:00,2.70117,5.21149,0.992648,0,1.04785,0.03808,0,0,
2015-04-14,12:00,-1.11767,2.91225,-2.913,-1.5623,-0.704124,-0.709599,0,-2.0797,
2015-04-14,13:00,0.3997,3.765,-0.665899,2.13494,1.97257,-1.293,0,2.85535,
2015-04-14,14:00,4.09924,6.37199,1.60235,1.97287,3.3105,-0.2835,0,2.66999,
2015-04-14,15:00,3.5535,5.99999,1.3415,4.01424,2.824,0.4511,0,3.0945,
2015-04-14,16:00,5.7925,7.49825,4.35625,7.23574,5.40949,1.868,0,0,
2015-04-14,17:00,5.31525,8.05499,5.12149,6.16774,8.47473,3.494,0,0,
2015-04-14,18:00,7.17699,10.037,10.4342,7.28474,8.95723,3.93,0,6.64349,
2015-04-14,19:00,6.27249,7.89574,7.60974,6.44624,8.74524,4.56,0,5.62724,
2015-04-14,20:00,3.5385,6.48724,6.13624,4.95499,5.90675,4.281,0,5.01974,
2015-04-14,21:00,4.86575,5.87049,5.49974,3.7555,6.10999,3.734,0,5.04849,
2015-04-14,22:00,2.8825,4.728,3.24825,2.5252,4.78149,2.741,0,2.38875,
2015-04-14,23:00,1.58622,3.574,1.15437,-0.121255,2.3285,1.729,0,-0.115405,
2015-04-15,00:00,0.451699,2.7395,-0.00552505,0.256712,0.645999,1.731,0,2.18245,
2015-04-15,01:00,2.1505,3.1535,1.22777,0.2582,2.2735,1.781,0,1.63555,
2015-04-15,02:00,-0.563499,2.90125,0.259184,0.0329374,1.694,1.474,0,1.497,
2015-04-15,03:00,1.81525,3.23725,0.907048,0.943449,2.59,1.348,0,2.05825,
2015-04-15,04:00,0.419099,3.3165,1.28525,4.75924,2.85,1.403,0,0.877824,
2015-04-15,05:00,2.47449,3.841,1.29914,0.955674,4.5565,1.544,0,1.6983,
2015-04-15,06:00,3.10324,4.41299,0.08945,1.28932,3.09775,1.864,0,1.90875,
2015-04-15,07:00,5.31799,5.89999,3.785,0.930099,2.793,1.865,0,1.77857,
2015-04-15,08:00,4.22882,7.0265,3.57949,3.25299,2.13342,1.888,0,3.17625,
2015-04-15,09:00,3.39534,6.88274,3.14225,3.238,2.44425,2.191,0,4.39224,
2015-04-15,10:00,4.77924,5.66049,0.41085,3.40649,3.167,2.178,0,3.036,
2015-04-15,11:00,4.52374,8.57024,1.78675,2.47532,1.57005,1.965,0,3.77925,
2015-04-15,12:00,3.242,4.61374,-2.6045,0.937649,1.6814,1.624,0,3.25949,
2015-04-15,13:00,3.4325,6.90074,-1.93665,0.963749,3.4065,1.264,0,1.75825,
2015-04-15,14:00,-0.227475,4.22099,-3.63825,-0.986232,-1.01775,0.7519,0,-0.0526663,
2015-04-15,15:00,1.44032,3.40355,0.991974,-1.50536,-1.4798,0.3313,0,-1.51387,
2015-04-15,16:00,2.776,6.34474,-0.272085,-0.0113255,0.52645,0.2984,0,1.7072,
2015-04-15,17:00,5.03075,6.64874,4.65949,10.7495,1.84125,0.06188,0,10.1922,
2015-04-15,18:00,4.10097,5.71625,5.14799,6.85974,4.78769,2.041,0,3.94899,
2015-04-15,19:00,5.01099,5.619,3.73432,3.2035,2.7389,4.27699,0,4.50324,
2015-04-15,20:00,6.38824,11.1255,8.24124,5.06249,5.82249,5.028,0,7.73199,
2015-04-15,21:00,6.80724,8.68748,4.62899,6.23274,5.66724,5.55499,0,6.20899,
2015-04-15,22:00,6.56999,8.92274,4.67724,7.09874,8.59099,4.05199,0,5.82974,
2015-04-15,23:00,4.58025,7.87499,7.03075,5.89199,4.6945,2.694,0,6.425,
2015-04-16,00:00,5.09924,7.94424,6.52374,6.22499,6.42825,1.825,0,5.703,
2015-04-16,01:00,3.64325,5.18349,4.56699,3.66975,3.46125,0.803599,0,5.33299,
2015-04-16,02:00,3.513,5.55325,4.6535,4.64499,5.13225,1.131,0,2.89075,
2015-04-16,03:00,3.467,6.39799,3.85225,4.08324,5.51974,1.477,0,4.64324,
2015-04-16,04:00,3.52575,5.94125,5.20899,2.51325,4.74774,1.898,0,3.5645,
2015-04-16,05:00,2.381,5.10249,2.32645,1.605,2.78175,2.403,0,1.02025,
2015-04-16,06:00,2.916,5.30349,2.78775,2.17025,1.44125,2.353,0,2.48425,
2015-04-16,07:00,1.94267,4.62024,1.89725,2.30199,0.560501,2.213,0,1.12162,
2015-04-16,08:00,3.7705,8.00099,-1.43635,4.26775,0.993349,1.945,0,1.1282,
2015-04-16,09:00,1.841,5.83499,0.847724,1.34005,1.35855,1.947,0,2.028,
2015-04-16,10:00,1.9625,5.32524,-0.1292,0,2.0055,0.781899,0,-2.50545,
2015-04-16,11:00,3.56325,3.54025,1.33975,0,1.76613,0.03737,0,-0.988584,
2015-04-16,12:00,1.62925,3.56725,-0.899076,0,3.15575,0.0812099,0,1.47275,
2015-04-16,13:00,0.472424,2.0767,0,-1.75867,-0.840274,0.2915,0,-1.37425,
2015-04-16,14:00,-0.72525,3.20425,-1.51733,-2.114,-0.325175,0.8123,0,1.658,
2015-04-16,15:00,-2.77075,0.4358,-1.22916,-0.547349,-3.67866,1.468,0,5.48374,
2015-04-16,16:00,-2.57227,0.875024,-1.97577,-0.354855,0.276734,0.07074,0,0,
2015-04-16,17:00,9.18024,7.81399,3.71842,-0.805306,9.89549,-2.031,0,0,
2015-04-16,18:00,1.46594,4.04949,1.0204,1.51517,1.64701,-0.08321,0,0,
2015-04-16,19:00,6.505,6.70024,8.49246,3.966,5.13999,1.896,0,4.77349,
2015-04-16,20:00,2.71054,5.87199,4.11075,1.55425,3.92475,2.16,0,2.40689,
2015-04-16,21:00,3.07199,6.08974,4.58049,1.13885,4.39249,1.703,0,1.02997,
2015-04-16,22:00,4.87074,7.22224,3.90825,1.658,4.62499,1.542,0,1.69047,
2015-04-16,23:00,2.752,5.11175,3.20925,1.74287,2.60175,1.058,0,1.11315,
2015-04-17,00:00,1.46991,2.55,1.5637,0.8508,1.56755,1.666,0,0.758524,
2015-04-17,01:00,0.336235,2.8605,-0.493574,1.4025,0.492689,2.143,0,1.3099,
2015-04-17,02:00,-0.0862597,1.7675,1.27937,0.13329,-0.965974,1.733,0,-0.502074,
2015-04-17,03:00,-0.755779,2.29,0.39325,0.36085,-0.418395,1.23,0,1.153,
2015-04-17,04:00,2.93999,5.02549,-0.561449,0.561774,3.36499,1.367,0,2.48,
2015-04-17,05:00,2.31925,4.34999,0.903149,1.3415,3.4225,1.979,0,2.621,
2015-04-17,06:00,3.3805,4.75999,3.5115,1.83175,4.72949,1.818,0,2.71777,
2015-04-17,07:00,2.94625,3.592,0.5047,2.8505,2.4656,1.516,0,2.06549,
2015-04-17,08:00,3.43475,5.11449,3.40599,0.951749,3.694,2.106,0,-0.2368,
2015-04-17,09:00,2.06625,5.39825,1.41797,2.44125,2.0325,3.179,0,3.51949,
2015-04-17,10:00,1.6875,5.45625,0.21735,4.32674,3.12999,2.551,0,4.10899,
2015-04-17,11:00,3.7815,6.84799,0.0599751,3.2345,2.19125,1.885,0,1.85375,
2015-04-17,12:00,2.09012,5.52674,1.88942,1.46565,0.680524,1.265,0,1.895,
2015-04-17,13:00,0.695174,6.2905,2.65937,3.261,0.600924,0.751499,0,4.58675,
2015-04-17,14:00,3.08924,4.70324,0.583249,3.58974,3.06075,0.2437,0,3.31637,
2015-04-17,15:00,-1.7035,1.39309,-0.0210582,1.46527,-1.47066,-0.4742,0,-2.36117,
2015-04-17,16:00,2.57607,5.64124,-1.23415,2.85325,-0.893073,0.1412,0,0.921024,
2015-04-17,17:00,1.84057,5.91399,3.651,3.099,3.81275,0.9373,0,0.483174,
2015-04-17,18:00,0.14912,5.2495,0.850499,2.9535,1.48482,1.635,0,3.35275,
2015-04-17,19:00,3.639,8.54973,1.59005,5.27874,3.35025,2.669,0,3.726,
2015-04-17,20:00,4.12249,9.53299,4.54649,5.89349,4.36849,2.809,0,3.165,
2015-04-17,21:00,4.58974,7.36299,4.01749,4.30249,5.953,3.043,0,2.41425,
2015-04-17,22:00,6.20699,6.44575,3.6815,5.34299,3.9325,2.656,0,4.02599,
2015-04-17,23:00,4.59125,7.05875,2.9975,5.31574,3.05125,2.17,0,5.13499,
2015-04-18,00:00,3.67725,6.87,3.40525,7.15575,2.73325,2.492,0,6.06574,
2015-04-18,01:00,4.14449,7.20799,3.7585,5.509,4.62949,2.983,0,5.38924,
2015-04-18,02:00,4.79299,8.44273,6.37499,4.94099,5.7,3.811,0,5.75375,
2015-04-18,03:00,6.81149,9.76849,7.13299,5.00924,6.3745,4.689,0,4.72399,
2015-04-18,04:00,5.91899,8.39499,5.82749,5.0985,6.02674,5.05299,0,5.72399,
2015-04-18,05:00,4.28899,7.92599,5.3215,5.33199,5.17625,5.382,0,5.69324,
2015-04-18,06:00,6.27599,8.37474,3.77175,5.07199,6.87875,5.724,0,6.36774,
2015-04-18,07:00,4.85474,8.96873,4.32099,4.29774,7.63749,6.064,0,4.67274,
2015-04-18,08:00,8.67448,8.93074,5.69474,6.29574,7.1515,4.575,0,3.463,
2015-04-18,09:00,5.15499,6.71249,3.065,3.35592,8.16499,3.05,0,3.29174,
2015-04-18,10:00,4.19424,7.09149,1.98625,3.4245,5.57649,2.93,0,3.70775,
2015-04-18,11:00,4.47799,7.564,2.24649,6.03724,7.28024,2.875,0,3.694,
2015-04-18,12:00,3.94725,6.30474,2.92974,5.35625,5.39375,3.046,0,4.15274,
2015-04-18,13:00,3.848,6.09274,1.91527,4.6895,4.49525,3.262,0,3.32625,
2015-04-18,14:00,3.6605,5.56874,0.976649,3.98875,2.57342,3.27,0,2.16975,
2015-04-18,15:00,3.6485,6.64574,-0.634032,4.62274,2.17762,3.143,0,4.47524,
2015-04-18,16:00,4.99124,7.40074,3.59202,5.27724,5.25974,3.751,0,4.4865,
2015-04-18,17:00,4.2775,6.22524,1.9795,3.52325,5.59774,4.338,0,3.46275,
2015-04-18,18:00,4.19599,7.17924,3.52475,4.95374,3.43889,4.686,0,4.62099,
2015-04-18,19:00,4.26349,8.46999,4.49449,5.93199,5.04199,4.91599,0,6.77499,
2015-04-18,20:00,4.04199,9.26074,6.147,5.59049,5.87099,4.542,0,6.49424,
2015-04-18,21:00,3.78725,7.32099,5.7225,4.98849,6.40275,4.105,0,4.72174,
2015-04-18,22:00,3.993,7.5295,4.86324,5.74324,6.13474,3.797,0,7.256,
2015-04-18,23:00,4.13549,6.243,4.23049,5.3075,4.61475,3.474,0,5.008,
2015-04-19,00:00,4.91624,8.67723,5.13149,6.4975,5.09999,3.788,0,6.25974,
2015-04-19,01:00,4.42649,7.26424,4.33974,7.12724,5.26575,3.659,0,6.44374,
2015-04-19,02:00,3.04,6.115,2.90475,2.80574,4.99799,1.767,0,2.638,
2015-04-19,03:00,4.04449,6.42399,2.29725,2.18462,5.41775,0.3712,0,1.8,
2015-04-19,04:00,3.09375,5.88624,4.21624,2.428,4.70774,0.9571,0,3.1585,
2015-04-19,05:00,4.59149,6.54649,2.77375,0.937349,4.68124,1.6,0,1.45825,
2015-04-19,06:00,3.87425,6.10549,2.97824,-1.76995,3.39275,1.297,0,0.0608248,
2015-04-19,07:00,0.830711,3.45025,-0.587136,1.2313,3.21175,1.075,0,1.71525,
2015-04-19,08:00,0.40215,2.659,-1.6831,1.5792,1.96725,0.9656,0,0.38085,
2015-04-19,09:00,1.37807,2.97124,0.2294,2.06615,2.12,0.707,0,0.704274,
2015-04-19,10:00,0.705249,2.533,0.881999,1.777,1.69575,0.529599,0,0.1776,
2015-04-19,11:00,2.2035,3.214,1.6275,3.75824,2.11575,0.590699,0,0.816724,
2015-04-19,12:00,1.6365,3.1605,-0.110225,2.10175,1.683,0.3056,0,1.44425,
2015-04-19,13:00,2.492,3.53225,-0.107692,2.34375,3.033,0.3023,0,0.00978005,
2015-04-19,14:00,1.82797,4.283,1.46905,3.0635,3.04925,1.371,0,-0.831949,
2015-04-19,15:00,0.388325,3.58625,1.37557,2.94025,2.1455,1.824,0,-1.34025,
2015-04-19,16:00,1.69495,1.51737,-2.12334,3.16625,-2.3255,3.327,0,2.2485,
2015-04-19,17:00,0.340377,2.8765,-0.575099,6.42874,-0.408,4.884,0,6.156,
2015-04-19,18:00,4.59249,6.2765,3.7215,6.0555,4.57774,4.754,0,2.77957,
2015-04-19,19:00,4.29524,7.43599,6.71799,4.44824,5.29424,4.394,0,4.661,
2015-04-19,20:00,4.83274,7.39499,3.47825,5.11275,6.57625,4.668,0,4.73074,
2015-04-19,21:00,5.36824,8.85774,7.87299,5.7615,7.05699,5.071,0,6.1515,
2015-04-19,22:00,4.73399,6.23849,2.7855,4.62775,5.20149,5.005,0,4.00375,
2015-04-19,23:00,4.90074,6.70374,3.99224,5.19524,5.92725,4.681,0,4.98949,
2015-04-20,00:00,4.08824,6.12299,2.245,5.49674,4.78549,5.228,0,5.75249,
2015-04-20,01:00,4.62775,6.67175,2.28025,3.91899,4.34149,5.701,0,6.1685,
2015-04-20,02:00,3.0665,6.15074,1.30975,3.16875,4.8765,5.349,0,4.44975,
2015-04-20,03:00,3.66925,6.245,2.349,4.43774,5.45899,5.38699,0,5.00574,
2015-04-20,04:00,4.79025,6.1665,3.33575,3.8965,6.616,5.058,0,4.4715,
2015-04-20,05:00,4.534,6.47549,2.21337,5.54424,6.76399,4.495,0,5.42599,
2015-04-20,06:00,4.6095,6.6265,2.436,5.04174,6.3615,4.424,0,3.81425,
2015-04-20,07:00,4.80449,8.18349,2.657,6.85999,5.23799,4.55099,0,4.2215,
2015-04-20,08:00,4.51324,7.34824,2.2415,5.38224,5.22275,4.268,0,3.3155,
2015-04-20,09:00,3.97,7.27049,1.5081,5.56,4.50099,4.06899,0,4.1225,
2015-04-20,10:00,4.04624,7.61949,2.47155,4.69074,3.79675,3.567,0,4.07925,
2015-04-20,11:00,5.70374,5.72124,0,4.75849,5.49099,3.245,0,3.84425,
2015-04-20,12:00,4.33849,7.74949,2.07666,4.79849,5.28674,4.03799,0,4.21525,
2015-04-20,13:00,5.81574,7.49974,6.48274,5.76499,4.80424,4.825,0,4.3765,
2015-04-20,14:00,5.67625,8.78174,4.15199,5.87149,4.06149,3.617,0,3.48949,
2015-04-20,15:00,3.57725,5.35149,1.30907,6.41525,2.71325,2.405,0,3.1635,
2015-04-20,16:00,5.79924,8.7365,1.8195,7.75974,5.7215,3.831,0,0.426549,
2015-04-20,17:00,6.88449,8.70949,5.83675,6.16125,8.23898,5.30499,0,5.4695,
2015-04-20,18:00,5.49124,7.54675,2.98175,6.77174,3.112,5.932,0,4.37749,
2015-04-20,19:00,7.82849,7.94174,6.44775,7.55799,4.4825,6.46799,0,6.69824,
2015-04-20,20:00,9.21024,10.6165,12.1675,11.7425,10.6385,6.76099,0,14.8525,
2015-04-20,21:00,11.8225,15.555,13.668,13.0125,20.98,7.13499,0,15.015,
2015-04-20,22:00,9.18924,9.83749,7.90699,11.405,7.08249,6.336,0,9.83624,
2015-04-20,23:00,8.03523,10.1872,9.21124,9.71524,7.11499,5.12199,0,8.86798,
2015-04-21,00:00,6.8735,9.93423,7.51074,8.59149,7.74999,5.367,0,0,
2015-04-21,01:00,7.37524,9.40274,8.09898,6.59149,8.82224,5.855,0,7.64466,
2015-04-21,02:00,6.90399,9.58324,7.05199,5.21524,5.85024,4.62399,0,5.42149,
2015-04-21,03:00,3.61225,6.53024,2.9315,3.78175,5.31325,3.392,0,4.55174,
2015-04-21,04:00,2.96375,5.75199,2.2935,4.72874,4.824,3.054,0,4.05225,
2015-04-21,05:00,3.57624,5.95525,3.36,4.12799,4.54424,2.741,0,5.34425,
2015-04-21,06:00,4.04649,4.28049,3.3445,4.80174,3.47575,2.727,0,5.04499,
2015-04-21,07:00,4.65824,5.25849,4.8875,6.603,4.87624,2.797,0,4.9875,
2015-04-21,08:00,0,10.7822,3.9895,7.26499,4.103,2.668,0,3.16674,
2015-04-21,09:00,3.2205,8.83749,1.09584,5.55149,5.63799,2.515,0,2.7235,
2015-04-21,10:00,3.9795,7.23775,0.555525,6.30174,2.51837,1.894,0,2.39425,
2015-04-21,11:00,5.327,4.69149,0.217425,4.22124,1.63427,1.307,0,1.3368,
2015-04-21,12:00,3.062,4.781,-0.28557,4.48924,3.11074,0.585899,0,1.62487,
2015-04-21,13:00,2.8105,7.09824,-0.533449,3.94325,-1.38822,-0.4384,0,1.8878,
2015-04-21,14:00,4.63549,3.8535,0.726449,5.62499,-0.603,0.02274,0,-0.551849,
2015-04-21,15:00,4.70574,5.78549,-0.0466748,4.86549,2.849,0.4173,0,-0.4214,
2015-04-21,16:00,5.81099,8.02649,-0.0930097,2.94625,3.0715,0.803599,0,0.776324,
2015-04-21,17:00,4.28199,6.98124,4.83025,4.52824,4.12749,1.177,0,1.9495,
2015-04-21,18:00,3.34949,7.04675,3.5865,7.11199,2.07,2.168,0,2.5855,
2015-04-21,19:00,7.73299,10.0715,3.43027,6.33574,7.29724,3.191,0,3.34299,
2015-04-21,20:00,7.00624,7.54099,6.06674,5.30624,5.57224,3.84,0,4.1675,
2015-04-21,21:00,7.48849,7.10299,5.79324,6.63749,5.33499,4.25,0,8.22049,
2015-04-21,22:00,6.29549,7.25074,4.72974,7.07224,4.60149,3.763,0,8.90399,
2015-04-21,23:00,5.46074,8.11473,5.47499,7.2775,4.24849,3.627,0,7.49824,
2015-04-22,00:00,5.06474,10.0782,4.51649,6.65125,4.63474,3.179,0,5.89799,
2015-04-22,01:00,4.615,9.47224,4.95975,5.23049,5.55024,2.861,0,6.49825,
2015-04-22,02:00,4.40874,9.47324,4.61849,5.11224,5.52874,3,0,4.65824,
2015-04-22,03:00,5.727,8.17374,5.13549,5.77775,4.62,3.015,0,6.77049,
2015-04-22,04:00,5.70799,8.20024,5.23799,4.97224,7.70124,3.382,0,4.98125,
2015-04-22,05:00,4.56924,7.66774,3.57299,4.97299,6.43424,3.776,0,5.65224,
2015-04-22,06:00,9.40698,10.81,6.84349,7.48174,7.72874,4.438,0,5.50999,
2015-04-22,07:00,9.85574,10.8525,6.507,9.72198,6.12875,4.89799,0,8.74873,
2015-04-22,08:00,6.42874,10.6027,2.69075,7.40849,4.48699,3.989,0,5.34374,
2015-04-22,09:00,4.50674,10.0662,2.33975,6.21124,5.27399,2.958,0,2.846,
2015-04-22,10:00,2.72375,5.17999,1.27217,5.47224,2.85352,2.254,0,0.270175,
2015-04-22,11:00,3.26775,6.1265,0.167499,2.2682,4.922,1.357,0,1.362,
2015-04-22,12:00,5.05125,7.61199,0,-0.15555,4.19789,0.5102,0,-2.661,
2015-04-22,13:00,2.1815,5.18974,0,2.31079,0.0703248,-0.3497,0,-1.2895,
2015-04-22,14:00,2.69139,3.44425,0,1.98425,-1.7525,-0.2932,0,3.31952,
2015-04-22,15:00,-0.261175,4.94849,0,4.04549,-2.19596,-0.1599,0,1.70175,
2015-04-22,16:00,-0.100675,2.42527,3.77366,3.35247,-2.1825,0.07645,0,1.42275,
2015-04-22,17:00,3.28825,4.1075,1.64749,0.239622,0.436675,0.3987,0,-0.411375,
2015-04-22,18:00,-1.27515,2.39175,1.45052,0.710549,-1.67342,0.7807,0,1.50897,
2015-04-22,19:00,1.00117,3.9505,9.22574,2.1665,0.594399,1.668,0,2.7645,
2015-04-22,20:00,8.00624,9.60724,16.045,2.767,7.37674,2.52,0,1.8036,
2015-04-22,21:00,11.073,11.7075,12.59,4.34249,7.82424,3.602,0,3.99924,
2015-04-22,22:00,3.88425,6.82124,4.40924,4.2755,5.27474,3.288,0,4.38625,
2015-04-22,23:00,3.143,5.56975,3.05032,2.83145,3.22375,3.039,0,3.3605,
2015-04-23,00:00,1.23712,3.4805,4.97097,4.08224,2.2575,3.28,0,3.76025,
2015-04-23,01:00,0.927354,2.74874,1.6251,5.8865,2.40747,3.367,0,4.82449,
2015-04-23,02:00,3.03675,6.09774,5.02599,4.41824,5.56649,4.30199,0,5.24524,
2015-04-23,03:00,3.883,6.90199,4.89124,6.63249,5.72475,5.08199,0,5.53974,
2015-04-23,04:00,4.92199,7.22949,6.71424,6.21549,5.8905,5.333,0,6.9185,
2015-04-23,05:00,5.57825,8.46873,5.87099,5.77699,7.00974,5.473,0,4.243,
2015-04-23,06:00,6.26099,7.51124,6.01349,4.82549,6.77649,4.24599,0,1.86165,
2015-04-23,07:00,4.17304,6.78599,6.31274,4.99924,4.39099,2.748,0,4.50574,
2015-04-23,08:00,1.44083,5.03925,4.88499,4.82925,0.921299,2.922,0,-0.957333,
2015-04-23,09:00,-1.0112,3.65125,-0.540999,7.55549,0,3.389,0,1.609,
2015-04-23,10:00,1.42377,5.02425,3.71767,15.12,0.409586,3.332,0,2.35017,
2015-04-23,11:00,2.838,5.423,3.58882,10.003,1.69075,3.042,0,1.38792,
2015-04-23,12:00,4.83399,8.60349,0.553499,7.13552,7.03674,2.311,0,1.84425,
2015-04-23,13:00,4.44274,7.83624,5.84574,3.4592,4.67474,1.782,0,0.270977,
2015-04-23,14:00,2.3825,3.3195,3.581,1.67737,2.04325,1.415,0,3.04087,
2015-04-23,15:00,2.0275,4.9315,1.18807,2.578,2.06807,1.35,0,1.72812,
2015-04-23,16:00,2.18242,7.05799,2.09895,2.86425,4.23399,1.694,0,1.52937,
2015-04-23,17:00,4.00449,5.82649,4.72119,3.4135,0.253774,2.212,0,2.6223,
2015-04-23,18:00,3.009,4.70674,4.46549,3.31725,1.0274,2.736,0,2.79775,
2015-04-23,19:00,5.46624,6.967,8.64574,3.8055,3.9625,3.04,0,3.279,
2015-04-23,20:00,9.41298,14.3147,15.0125,5.06099,11.707,3.113,0,4.30474,
2015-04-23,21:00,10.5352,11.1895,10.9887,6.43274,6.70374,3.075,0,7.96599,
2015-04-23,22:00,5.658,7.50199,6.84974,6.44399,3.78675,3.986,0,7.54924,
2015-04-23,23:00,2.7686,7.23874,3.94324,6.018,4.81899,4.961,0,4.69374,
2015-04-24,00:00,4.82299,8.86073,5.03049,5.73574,5.3335,4.778,0,6.67625,
2015-04-24,01:00,3.42225,8.09174,5.82725,6.25224,3.45575,4.69099,0,6.90949,
2015-04-24,02:00,3.71225,7.90849,4.50999,8.91724,4.8035,3.516,0,6.76649,
2015-04-24,03:00,3.82475,7.92624,6.12125,7.07449,5.1385,2.089,0,3.2522,
2015-04-24,04:00,3.8655,8.41873,2.4955,3.48475,3.70212,2.931,0,2.71899,
2015-04-24,05:00,-0.695125,4.25824,1.162,3.53875,-0.413499,3.64,0,3.627,
2015-04-24,06:00,-2.10932,3.81025,0,2.48125,-1.3142,3.035,0,3.08599,
2015-04-24,07:00,4.07949,6.98799,3.84725,3.7375,0.395752,2.895,0,1.68695,
2015-04-24,08:00,2.6045,5.87199,0,0,-0.364397,2.496,0,-1.47367,
2015-04-24,09:00,-0.946669,4.45249,1.35867,0.0955232,-1.15688,1.742,0,-0.139417,
2015-04-24,10:00,2.32887,4.924,0,1.50507,-0.3481,1.093,0,0.3196,
2015-04-24,11:00,0.5592,6.70499,0.585865,2.37975,0,0.7163,0,-0.712449,
2015-04-24,12:00,0.617299,5.30274,-1.21632,0,0,0.09471,0,3.716,
2015-04-24,13:00,1.19707,3.81174,2.18287,0,2.239,-0.5947,0,2.832,
2015-04-24,14:00,0.2124,3.78625,2.00218,0,0,-0.663199,0,0.616798,
2015-04-24,15:00,1.23457,5.04099,1.7185,0,0.130966,-0.3774,0,2.75475,
2015-04-24,16:00,1.60452,6.63125,2.059,0,3.2745,2.218,0,3.17049,
2015-04-24,17:00,3.7205,6.05174,3.81937,5.31133,2.7925,4.90199,0,2.05075,
2015-04-24,18:00,3.54075,6.76324,5.9825,1.92587,3.64825,3.029,0,2.292,
2015-04-24,19:00,3.22824,6.83875,4.20025,1.32935,3.33575,0.769899,0,3.89524,
2015-04-24,20:00,3.64225,4.44299,8.4325,0.746349,1.8448,0.7785,0,0.310149,
2015-04-24,21:00,1.43675,5.84074,7.57399,0.908359,2.01007,1.247,0,4.00101,
2015-04-24,22:00,2.17147,8.23624,5.4045,0.403325,6.69499,0.796,0,1.06482,
