Datum,Kl,Essingeleden,Hornsgatan innerstadsgata,Sveav�gen innerstadsgata,Uppsala innerstadsgata,Torkel Knutssonsgatan t�tort,Norr Malma landsbygd,Folkungagatan innerstadsgata,Uppsala t�tort,
2015-06-29,23:00,3.93774,7.49374,4.92699,3.06,8.66774,2.57,0,4.18024,
2015-06-30,00:00,3.47225,6.45024,5.11224,2.7555,2.4805,2.505,0,4.40649,
2015-06-30,01:00,3.79174,7.12424,4.73674,3.25125,-1.15537,2.439,0,3.29,
2015-06-30,02:00,2.99275,5.564,3.1085,2.25375,4.06924,2.382,0,2.9025,
2015-06-30,03:00,3.902,6.35175,3.74775,2.893,5.44775,2.325,0,4.02074,
2015-06-30,04:00,2.5892,6.67599,3.56174,3.5065,5.65949,2.785,0,4.47049,
2015-06-30,05:00,3.755,6.66674,5.65649,4.43849,2.95,3.245,0,6.04374,
2015-06-30,06:00,4.52299,8.10349,5.93849,4.94499,4.007,3.99,0,5.99199,
2015-06-30,07:00,8.12248,11.1722,6.37799,7.90174,4.90475,4.73399,0,5.63024,
2015-06-30,08:00,6.77525,12.175,6.42449,7.81075,5.39199,5.35799,0,6.38174,
2015-06-30,09:00,8.36424,12.9525,8.86598,8.27649,7.24874,5.979,0,6.29949,
2015-06-30,10:00,11.59,13.235,8.48674,3.66237,8.13924,5.158,0,5.47299,
2015-06-30,11:00,9.36649,13.145,8.59549,3.48125,8.01073,4.339,0,3.92775,
2015-06-30,12:00,10.3082,11.6525,7.53999,4.79299,7.73849,3.36,0,3.23525,
2015-06-30,13:00,9.83849,13.355,7.44025,5.73149,8.52748,2.378,0,4.61449,
2015-06-30,14:00,8.84898,11.3375,6.32574,4.95599,7.99774,2.844,0,0.845899,
2015-06-30,15:00,9.58099,9.86899,6.64649,4.18549,4.5685,3.308,0,3.79425,
2015-06-30,16:00,4.94025,9.57449,2.9576,2.24924,6.52599,2.315,0,2.60655,
2015-06-30,17:00,5.45274,8.96474,4.4155,3.80725,3.793,1.325,0,-0.300399,
2015-06-30,18:00,4.284,8.07774,3.717,2.64275,3.98875,0.98,0,2.18532,
2015-06-30,19:00,5.30799,8.58798,4.49099,5.44299,3.45399,0.6339,0,9.03773,
2015-06-30,20:00,8.90823,10.344,5.85074,3.68475,4.35124,1.654,0,4.80799,
2015-06-30,21:00,16.8175,10.6402,7.64324,3.59275,5.77574,2.675,0,3.02124,
2015-06-30,22:00,10.1065,11.6275,13.6625,5.26775,7.39224,2.044,0,2.8115,
2015-06-30,23:00,6.24524,7.87674,13.73,5.35175,6.33949,1.408,0,7.90949,
2015-07-01,00:00,7.59674,9.69073,9.21373,5.34124,8.18298,1.273,0,5.81024,
2015-07-01,01:00,5.41474,9.63399,7.33924,5.12199,5.31499,1.138,0,5.08824,
2015-07-01,02:00,6.826,7.40899,7.16124,4.98949,6.08575,1.56,0,5.14349,
2015-07-01,03:00,5.91425,6.69949,6.67349,3.94099,6.37399,1.985,0,3.98325,
2015-07-01,04:00,6.99924,9.73024,7.09549,5.51399,8.52223,2.351,0,4.5675,
2015-07-01,05:00,6.58674,9.80774,7.16574,4.12524,8.89748,2.717,0,3.452,
2015-07-01,06:00,7.87574,8.56723,6.01624,4.89549,5.02574,3.707,0,3.771,
2015-07-01,07:00,7.93249,13.7625,7.69924,6.70225,7.06249,4.687,0,2.7035,
2015-07-01,08:00,8.32874,11.5692,4.24899,9.14774,7.15624,3.749,0,5.032,
2015-07-01,09:00,6.20924,6.82224,-0.372575,7.75899,4.26824,2.825,0,8.29373,
2015-07-01,10:00,5.4555,5.83699,2.44575,5.15849,3.71,2.581,0,3.3815,
2015-07-01,11:00,2.65975,1.77215,5.18674,3.589,0.491425,2.34,0,2.68449,
2015-07-01,12:00,6.23225,12.257,6.00375,3.31975,2.84775,2.255,0,3.15325,
2015-07-01,13:00,5.91999,8.89673,4.241,3.59024,2.83,2.17,0,7.05025,
2015-07-01,14:00,1.69932,4.63924,-1.8354,2.3796,3.49232,3.129,0,5.61674,
2015-07-01,15:00,16.04,13.0287,7.04449,1.8705,7.41899,4.091,0,0.950874,
2015-07-01,16:00,9.42949,10.3692,8.814,1.33705,7.69374,3.643,0,1.444,
2015-07-01,17:00,4.96825,5.14649,6.56075,3.36075,4.46275,3.194,0,3.763,
2015-07-01,18:00,4.57725,7.92799,7.25849,3.43875,3.862,4.074,0,4.72599,
2015-07-01,19:00,3.8275,6.7755,8.82999,4.27474,3.73925,4.95,0,5.44424,
2015-07-01,20:00,3.79,7.92499,8.18124,5.2795,4.71849,4.67599,0,7.56149,
2015-07-01,21:00,4.71224,6.69699,7.18524,6.28999,4.69749,4.39899,0,6.39974,
2015-07-01,22:00,5.3175,5.35749,5.85849,7.74075,3.1815,4.21,0,9.19849,
2015-07-01,23:00,2.78975,5.61524,5.93599,5.0825,3.52925,4.022,0,6.01399,
2015-07-02,00:00,4.42225,4.90499,3.79625,4.78974,4.66125,3.691,0,5.08549,
2015-07-02,01:00,5.70124,9.12073,4.88049,3.47425,10.9245,3.357,0,4.44574,
2015-07-02,02:00,6.02,8.87749,5.618,3.70024,16.2125,3.49,0,4.10625,
2015-07-02,03:00,4.68099,7.62249,5.2355,3.58425,7.93949,3.624,0,5.40799,
2015-07-02,04:00,5.03925,8.54924,6.60324,4.57499,6.95199,3.765,0,5.07175,
2015-07-02,05:00,4.81099,8.19324,7.12774,4.51849,6.78374,3.91,0,4.20399,
2015-07-02,06:00,6.63599,8.68825,5.92324,5.05999,8.26698,4.73199,0,4.34149,
2015-07-02,07:00,8.40549,9.74524,6.99874,7.05274,5.56549,5.52499,0,6.47099,
2015-07-02,08:00,9.63074,12.7075,9.48848,8.67799,5.7495,6.001,0,8.02399,
2015-07-02,09:00,6.2655,12.82,9.57799,9.05473,6.48474,6.504,0,8.24625,
2015-07-02,10:00,7.23074,10.9037,4.76799,6.214,5.19975,6.334,0,3.77,
2015-07-02,11:00,0,6.71375,3.32012,3.13,3.79675,6.168,0,3.1395,
2015-07-02,12:00,5.24,6.75389,5.03249,2.622,4.37524,4.172,0,0.921399,
2015-07-02,13:00,5.88224,4.28249,3.77674,3.115,3.361,2.194,0,1.79557,
2015-07-02,14:00,5.689,6.64849,4.48824,4.08574,3.8615,2.173,0,4.88874,
2015-07-02,15:00,7.49574,8.42249,6.95824,5.22624,4.88699,2.151,0,6.89275,
2015-07-02,16:00,9.46674,12.3975,6.63824,5.41425,5.42224,2.717,0,7.41649,
2015-07-02,17:00,6.61424,9.87799,7.20399,5.54824,6.7345,3.283,0,7.16949,
2015-07-02,18:00,11.1687,11.4785,8.52248,5.96174,7.67474,3.673,0,4.493,
2015-07-02,19:00,8.08174,9.64073,10.2785,5.52824,7.84924,4.06599,0,5.91674,
2015-07-02,20:00,8.37848,9.33598,8.33524,5.95474,8.18498,5.01199,0,7.87274,
2015-07-02,21:00,9.36523,9.10873,9.34349,6.66274,8.41324,5.963,0,8.84698,
2015-07-02,22:00,7.2885,7.32475,7.82475,6.74699,6.09399,6.436,0,7.74874,
2015-07-02,23:00,7.07049,8.08824,7.03474,7.93049,5.74549,6.924,0,7.59574,
2015-07-03,00:00,5.12049,7.01174,5.66874,6.99249,4.923,5.92699,0,7.47824,
2015-07-03,01:00,4.96199,6.57249,4.34525,5.64749,4.784,4.91299,0,6.007,
2015-07-03,02:00,4.14825,13.631,4.659,4.85425,4.27074,4.83199,0,5.78725,
2015-07-03,03:00,3.82,17.925,4.28674,4.8625,4.29549,4.75,0,5.44025,
2015-07-03,04:00,4.911,14.7925,4.61599,5.16199,4.20474,4.75,0,5.12574,
2015-07-03,05:00,5.25749,7.89324,7.13374,5.94174,6.14399,4.754,0,5.7045,
2015-07-03,06:00,6.8465,9.16249,6.44524,6.44899,6.77124,5.74,0,6.41724,
2015-07-03,07:00,6.08624,6.32899,4.96199,9.18948,4.68475,6.70599,0,8.33025,
2015-07-03,08:00,5.259,6.21299,3.245,8.37624,3.62975,6.55,0,6.39149,
2015-07-03,09:00,4.17374,4.76999,2.72475,5.55849,2.43525,6.38699,0,5.05999,
2015-07-03,10:00,3.0245,7.32874,2.60975,6.70225,2.80275,4.825,0,4.54149,
2015-07-03,11:00,3.8165,10.4037,4.03849,2.63775,2.80937,3.28,0,3.95579,
2015-07-03,12:00,4.4295,5.44624,4.93324,-0.239025,3.21775,2.102,0,-0.807374,
2015-07-03,13:00,6.53625,5.73149,4.33499,0.870923,4.73299,0.9283,0,1.32577,
2015-07-03,14:00,8.41623,11.1175,8.08824,2.03525,6.16575,1.493,0,3.36975,
2015-07-03,15:00,7.05024,8.12,6.828,1.76992,4.94374,2.053,0,3.78275,
2015-07-03,16:00,9.99924,8.12749,6.45949,1.26475,5.0425,2.818,0,2.71049,
2015-07-03,17:00,6.39925,6.57274,7.21074,2.58525,4.64999,3.586,0,2.80275,
2015-07-03,18:00,5.38725,5.06075,6.76125,2.657,5.61749,4.15099,0,3.03775,
2015-07-03,19:00,10.956,6.41425,8.27023,3.04525,5.49024,4.71999,0,5.38625,
2015-07-03,20:00,7.21175,7.08799,8.62874,3.77475,4.78449,4.736,0,4.86699,
2015-07-03,21:00,6.4585,6.97974,8.3185,7.37899,6.02674,4.758,0,8.64699,
2015-07-03,22:00,7.56474,7.95074,9.41074,6.90749,4.53299,4.757,0,7.39324,
2015-07-03,23:00,7.28999,9.05724,8.21924,6.7735,4.1965,4.757,0,6.73125,
2015-07-04,00:00,7.29374,9.20624,9.08623,7.66649,6.69675,4.771,0,6.11024,
2015-07-04,01:00,7.52499,9.31749,9.05598,5.6935,7.0135,4.78,0,7.16125,
2015-07-04,02:00,6.729,10.94,8.57623,8.47949,7.47824,4.935,0,8.38399,
2015-07-04,03:00,7.54099,9.63324,7.65274,7.69474,8.07899,5.09599,0,8.93074,
2015-07-04,04:00,8.30348,12.2275,10.6982,8.77623,9.99373,5.792,0,10.3232,
2015-07-04,05:00,9.93349,12.055,9.17574,10.511,9.84224,6.481,0,11.605,
2015-07-04,06:00,10.9095,16.275,10.2032,11.8675,10.65,8.78099,0,12.51,
2015-07-04,07:00,10.624,12.62,10.0095,11.63,10.1297,11.08,0,11.9425,
2015-07-04,08:00,11.3875,12.9525,10.3977,13.0125,10.533,10.86,0,12.07,
2015-07-04,09:00,9.25749,13.7775,9.36348,8.43124,10.2045,10.63,0,5.30025,
2015-07-04,10:00,11.9225,13.01,10.0407,3.5135,9.96849,6.757,0,0.877899,
2015-07-04,11:00,13.0925,16.7175,10.8172,4.51099,11.58,2.913,0,1.7245,
2015-07-04,12:00,14.09,15.3225,12.8625,4.76424,11.405,3.247,0,4.38174,
2015-07-04,13:00,14.2175,13.825,16.785,3.034,10.0127,3.579,0,1.79435,
2015-07-04,14:00,10.1727,11.8135,11.418,6.74549,11.8367,2.488,0,4.99625,
2015-07-04,15:00,8.95474,9.35098,9.58473,5.63824,9.74149,1.399,0,4.78074,
2015-07-04,16:00,8.26949,7.65574,6.26675,4.83274,11.7225,1.724,0,4.188,
2015-07-04,17:00,6.17824,4.90874,4.41724,5.44724,6.31075,2.049,0,4.80499,
2015-07-04,18:00,3.76025,3.97124,4.24924,6.5975,3.678,1.857,0,4.77874,
2015-07-04,19:00,5.72399,4.87875,5.02299,8.35449,4.41374,1.665,0,8.91399,
2015-07-04,20:00,4.19724,2.27525,3.56875,7.31899,1.70272,1.524,0,7.03224,
2015-07-04,21:00,3.90825,1.99636,2.852,5.2515,-0.237058,1.378,0,3.84375,
2015-07-04,22:00,5.06574,5.21674,3.929,5.79624,2.92975,1.966,0,7.47124,
2015-07-04,23:00,6.93124,6.145,7.57949,2.84487,1.892,2.554,0,6.57099,
2015-07-05,00:00,4.85024,7.56524,6.23599,2.80799,3.671,4.007,0,5.33599,
2015-07-05,01:00,5.035,9.32974,6.18199,3.28749,6.7755,5.46999,0,4.12125,
2015-07-05,02:00,4.94599,5.78674,5.50824,2.7195,1.43287,4.675,0,2.20125,
2015-07-05,03:00,4.132,7.63449,4.43524,3.7435,4.50449,3.875,0,5.21175,
2015-07-05,04:00,5.97749,8.09299,5.17149,3.9295,6.22649,3.878,0,2.85907,
2015-07-05,05:00,5.76649,8.67299,5.6965,3.78875,7.43174,3.878,0,3.25075,
2015-07-05,06:00,3.66875,7.69599,2.86757,6.01399,6.99774,3.187,0,5.49449,
2015-07-05,07:00,2.174,1.42105,-0.1518,5.186,3.692,2.495,0,3.867,
2015-07-05,08:00,3.21975,1.4255,-0.328725,3.693,1.153,2.893,0,3.23,
2015-07-05,09:00,0.154976,0.152675,-2.713,1.9654,0.4706,3.288,0,0.558374,
2015-07-05,10:00,3.66299,2.30825,-0.17235,2.1777,1.66015,2.424,0,-0.587999,
2015-07-05,11:00,1.36242,4.2905,1.74822,3.695,1.78565,1.568,0,1.80705,
2015-07-05,12:00,5.40274,4.04025,-0.300191,1.8319,1.67125,1.495,0,0.792974,
2015-07-05,13:00,5.26025,3.57175,-1.1583,1.7095,3.02575,1.421,0,0.21217,
2015-07-05,14:00,3.8195,-0.694525,2.47627,2.04225,1.83782,0,0,0.551499,
2015-07-05,15:00,3.6655,3.5075,0.816349,1.90625,1.52112,0,0,1.929,
2015-07-05,16:00,3.967,3.89932,3.6315,2.825,3.11575,0,0,2.7545,
2015-07-05,17:00,4.11024,4.91899,2.2315,4.69374,0.652474,0,0,2.453,
2015-07-05,18:00,3.9095,2.84935,1.40745,4.95525,1.4645,0,0,3.737,
2015-07-05,19:00,2.596,3.932,1.13832,2.69525,2.714,0.5811,0,3.744,
2015-07-05,20:00,0.908299,0.872775,2.36625,3.51775,1.13935,0.898399,0,2.2555,
2015-07-05,21:00,2.42405,3.4264,1.78747,1.13877,0.547507,1.213,0,-0.0975826,
2015-07-05,22:00,4.73074,3.48899,-1.23837,0.578664,1.98592,1.657,0,-1.52,
2015-07-05,23:00,4.5425,4.20174,2.71749,1.707,2.85942,2.105,0,2.33135,
2015-07-06,00:00,2.23925,4.99075,2.45774,0.986149,1.02675,1.958,0,0.656974,
2015-07-06,01:00,3.48475,4.7345,2.973,2.0285,1.63015,1.808,0,1.86375,
2015-07-06,02:00,2.275,4.47074,2.68674,0.7598,2.4315,2.336,0,1.96667,
2015-07-06,03:00,2.34425,3.601,1.73197,2.16725,1.9467,2.866,0,2.7005,
2015-07-06,04:00,1.03457,3.4515,0.658525,1.898,1.85185,1.915,0,1.94625,
2015-07-06,05:00,-0.337049,0.494275,-0.286894,1.46775,0.590929,0.9625,0,1.42212,
2015-07-06,06:00,2.13124,3.1865,-0.812206,2.68875,1.654,0.792899,0,1.18377,
2015-07-06,07:00,5.02899,3.5,0.448377,2.44825,2.121,0.6334,0,-0.500374,
2015-07-06,08:00,4.66824,4.296,3.13875,2.1595,2.59,0.2599,0,-0.424742,
2015-07-06,09:00,3.986,4.036,1.2959,1.32612,1.87172,-0.1175,0,-0.0616572,
2015-07-06,10:00,7.9435,4.46872,4.31124,1.5935,2.1665,1.017,0,2.1828,
2015-07-06,11:00,8.618,8.46248,8.75774,2.835,4.22025,2.149,0,5.92149,
2015-07-06,12:00,7.79649,5.53474,5.00674,2.8825,2.3815,2.562,0,5.42774,
2015-07-06,13:00,7.79574,8.58148,10.3135,3.04425,6.64824,2.976,0,4.04649,
2015-07-06,14:00,9.31824,8.93274,8.61299,3.21474,5.77025,2.908,0,3.4805,
2015-07-06,15:00,8.49548,7.91049,8.86174,6.42349,6.88224,2.84,0,4.95325,
2015-07-06,16:00,8.10548,8.09274,9.48048,6.35474,5.229,3.57,0,5.07724,
2015-07-06,17:00,6.45774,10.1845,8.2475,9.07224,6.94949,4.30199,0,7.95599,
2015-07-06,18:00,7.93524,13.4925,10.2832,8.77748,8.258,4.50999,0,4.95499,
2015-07-06,19:00,-0.0658257,9.66774,0.1474,5.84224,-0.7076,4.71799,0,4.6945,
2015-07-06,20:00,1.14317,-0.432175,1.15853,1.6975,0.6661,4.868,0,2.56459,
2015-07-06,21:00,1.43235,1.492,1.02935,2.04505,1.869,5.02299,0,3.84425,
2015-07-06,22:00,1.76052,2.77382,4.78524,3.04225,1.7315,2.727,0,2.25975,
2015-07-06,23:00,3.89175,4.43299,4.035,4.16199,4.55199,0.4197,0,2.76175,
2015-07-07,00:00,4.12274,4.56174,8.08449,3.78575,5.42849,1.063,0,2.9755,
2015-07-07,01:00,3.91275,5.90924,5.15074,3.3595,4.20124,1.715,0,2.77275,
2015-07-07,02:00,3.2015,5.07449,4.18524,3.735,4.98474,2.138,0,2.30775,
2015-07-07,03:00,2.54037,4.43575,2.916,2.803,5.81849,2.56,0,1.83,
2015-07-07,04:00,1.71075,4.79449,2.404,3.08575,7.61424,2.879,0,5.23474,
2015-07-07,05:00,3.0975,3.47075,2.3335,3.47925,6.32099,3.198,0,4.40624,
2015-07-07,06:00,3.83525,4.43399,3.58799,3.45024,4.47549,3.052,0,1.84277,
2015-07-07,07:00,4.95999,6.09149,2.94225,3.5775,4.71524,2.904,0,1.27195,
2015-07-07,08:00,4.17099,6.05524,4.44225,3.6515,5.22124,2.998,0,1.8565,
2015-07-07,09:00,4.52975,5.86724,3.334,3.8105,4.45174,3.092,0,2.1225,
2015-07-07,10:00,3.591,6.41399,3.296,3.75375,4.20499,6.074,0,4.41299,
2015-07-07,11:00,5.79199,7.202,4.68074,3.926,5.00649,9.05299,0,3.338,
2015-07-07,12:00,4.141,6.17524,4.61199,3.25025,5.87149,8.573,0,3.3869,
2015-07-07,13:00,4.4855,7.19724,3.59825,3.951,5.20525,8.105,0,3.6045,
2015-07-07,14:00,3.6915,5.76974,3.17875,1.4694,4.009,6.394,0,1.16589,
2015-07-07,15:00,6.18649,8.40524,5.09799,2.008,6.09675,4.701,0,4.43399,
2015-07-07,16:00,5.04824,7.883,4.43375,4.2235,4.65624,3.845,0,1.46947,
2015-07-07,17:00,4.71799,8.17874,3.77575,2.99675,2.99012,2.991,0,0.763124,
2015-07-07,18:00,4.57999,6.88199,3.68399,2.60075,4.39275,2.973,0,2.2415,
2015-07-07,19:00,5.036,5.48249,5.28749,4.40524,5.18349,2.956,0,5.1815,
2015-07-07,20:00,3.95675,7.9725,5.01499,4.40424,4.21199,2.981,0,4.87399,
2015-07-07,21:00,6.03424,5.68649,5.51049,3.58625,3.55,3.005,0,4.90649,
2015-07-07,22:00,5.04575,5.23249,4.62849,4.71899,4.68874,2.936,0,3.85575,
2015-07-07,23:00,4.69524,4.30849,5.24024,1.71225,5.33875,2.867,0,2.94525,
2015-07-08,00:00,2.5795,3.928,5.2495,3.33175,4.48299,3.076,0,3.81375,
2015-07-08,01:00,4.43174,5.23574,5.10849,4.66325,3.428,3.287,0,4.18824,
2015-07-08,02:00,5.48224,7.01025,5.88349,4.20799,5.92024,3.144,0,2.51717,
2015-07-08,03:00,3.80725,7.9445,5.01174,4.64199,4.47874,2.998,0,4.22924,
2015-07-08,04:00,7.96899,8.80074,9.32449,4.83174,8.02724,3.103,0,5.242,
2015-07-08,05:00,7.57449,6.05025,6.13674,4.22524,8.62274,3.208,0,5.27574,
2015-07-08,06:00,5.45799,8.73349,5.759,4.92749,6.27574,3.436,0,5.25774,
2015-07-08,07:00,5.77824,6.79175,6.4865,4.96275,4.33599,3.661,0,3.40025,
2015-07-08,08:00,10.145,7.84949,6.24749,4.45325,4.35799,4.06599,0,3.52399,
2015-07-08,09:00,8.05174,5.50824,4.50075,3.826,3.28175,4.46999,0,2.93299,
2015-07-08,10:00,5.27174,5.13649,3.846,3.99374,2.4725,4.223,0,2.80038,
2015-07-08,11:00,7.23624,7.00175,6.07424,4.56699,3.62725,3.978,0,5.43324,
2015-07-08,12:00,6.18124,6.9685,8.74399,2.111,4.20974,3.193,0,2.427,
2015-07-08,13:00,4.30374,7.6405,9.74399,4.18449,3.455,2.408,0,4.13725,
2015-07-08,14:00,5.43774,9.51773,6.48424,3.59025,5.42224,2.345,0,2.91375,
2015-07-08,15:00,3.5105,6.31949,0.616725,4.15874,3.88025,2.282,0,1.72175,
2015-07-08,16:00,3.27517,-0.236333,-2.5525,2.34725,3.4985,1.542,0,-2.2855,
2015-07-08,17:00,4.40649,6.879,1.7969,3.29325,2.73042,0.802799,0,4.49199,
2015-07-08,18:00,8.06523,7.91474,6.93349,1.95025,2.45225,0.6353,0,4.12199,
2015-07-08,19:00,5.81024,13.305,5.76374,1.883,2.96175,0.464,0,0.218675,
2015-07-08,20:00,1.84222,6.83524,6.30174,2.1145,7.69574,1.136,0,2.33075,
2015-07-08,21:00,2.886,7.49649,6.14899,2.953,5.15224,1.81,0,2.07475,
2015-07-08,22:00,4.243,5.88124,5.27074,3.0495,5.39124,3.006,0,3.32325,
2015-07-08,23:00,3.53725,3.623,4.39949,2.07875,4.61175,4.208,0,-0.234425,
2015-07-09,00:00,2.25325,2.88725,2.78847,1.87,2.61725,3.686,0,2.4205,
2015-07-09,01:00,2.1905,4.95625,2.37925,3.34525,3.58325,3.164,0,4.64249,
2015-07-09,02:00,1.47632,3.92225,3.92575,2.65975,3.86774,2.398,0,2.19202,
2015-07-09,03:00,1.82247,4.47699,8.46349,2.30737,3.67525,1.631,0,2.87567,
2015-07-09,04:00,3.1235,4.26575,6.83574,2.202,2.98025,2.27,0,2.41475,
2015-07-09,05:00,3.99174,5.37149,2.3665,1.749,4.3995,2.911,0,1.81752,
2015-07-09,06:00,5.02349,7.49799,5.37225,2.66325,5.40174,3.055,0,2.41525,
2015-07-09,07:00,5.3455,6.48624,6.369,3.1275,4.59949,3.198,0,2.641,
2015-07-09,08:00,3.0945,8.25273,4.20975,2.838,7.62325,3.328,0,2.39275,
2015-07-09,09:00,1.1426,4.91849,0.308125,3.14225,3.664,3.458,0,3.81649,
2015-07-09,10:00,4.09624,4.00349,0.176225,2.9206,-1.86786,3.428,0,0.785074,
2015-07-09,11:00,3.45174,5.213,4.368,3.6515,3.39149,3.396,0,0.839848,
2015-07-09,12:00,5.79099,6.44074,5.00299,2.667,3.59875,2.629,0,4.88,
2015-07-09,13:00,5.44374,7.19975,3.20509,2.4025,2.454,1.864,0,3.4655,
2015-07-09,14:00,5.37499,9.54399,4.39925,2.70275,3.70824,2.172,0,3.14375,
2015-07-09,15:00,4.64825,9.80298,5.20499,2.93775,4.27599,2.479,0,1.58958,
2015-07-09,16:00,5.16499,5.31674,5.21049,5.60549,3.323,2.919,0,0.741824,
2015-07-09,17:00,5.50074,6.85324,5.453,3.88392,2.49917,3.36,0,1.97957,
2015-07-09,18:00,3.35325,3.9735,5.35849,1.55475,3.667,2.611,0,-0.631486,
2015-07-09,19:00,5.44775,2.34575,10.9832,2.79275,3.9155,1.86,0,4.16599,
2015-07-09,20:00,4.82249,1.65872,5.88099,2.80225,3.82,1.884,0,0.49913,
2015-07-09,21:00,3.17975,3.391,3.86774,2.77925,3.10325,1.909,0,3.6305,
2015-07-09,22:00,2.25902,4.92175,4.57999,3.48425,2.61175,1.874,0,4.2355,
2015-07-09,23:00,1.7294,3.19425,0.49569,3.14725,1.82355,1.838,0,3.0745,
2015-07-10,00:00,2.733,4.82649,2.434,1.40017,3.1605,1.473,0,1.20545,
2015-07-10,01:00,2.03225,3.372,1.47925,0.47055,3.0255,1.109,0,-1.30595,
2015-07-10,02:00,-0.240299,1.48775,0.673999,-0.448025,1.84885,0.714,0,-1.50937,
2015-07-10,03:00,0.361899,-0.663849,1.35487,0.388575,1.57171,0.3147,0,-0.0204324,
2015-07-10,04:00,-0.124722,0.454261,0.238775,-0.326875,1.911,0.606099,0,-2.04925,
2015-07-10,05:00,0.623199,2.49325,-0.136402,0.39475,2.93925,0.902499,0,-0.263102,
2015-07-10,06:00,-1.14945,0.910474,0.7399,0.574524,1.28113,1.175,0,0.495182,
2015-07-10,07:00,2.5741,2.4735,0.952024,1.60275,2.0815,1.447,0,0.982349,
2015-07-10,08:00,2.95625,3.4965,1.37545,2.11225,2.27,1.843,0,1.58125,
2015-07-10,09:00,3.451,4.867,3.1115,2.90874,2.4465,2.238,0,1.36047,
2015-07-10,10:00,5.0705,5.284,3.75824,3.927,3.55524,3.096,0,3.707,
2015-07-10,11:00,7.02249,7.57774,4.24574,4.81574,4.241,3.952,0,4.87399,
2015-07-10,12:00,5.32925,8.3205,4.43624,5.745,3.79325,3.664,0,4.49099,
2015-07-10,13:00,6.71899,7.82199,5.245,3.6125,4.08949,3.378,0,3.8675,
2015-07-10,14:00,8.69574,11.259,6.40499,3.8065,4.39749,4.046,0,4.27399,
2015-07-10,15:00,6.77449,11.248,6.19174,4.61549,6.84125,4.709,0,3.10699,
2015-07-10,16:00,6.85799,7.97549,5.2795,6.034,15.94,0,0,2.858,
2015-07-10,17:00,6.98799,8.44199,3.3405,4.1655,5.56474,0,0,6.02799,
2015-07-10,18:00,6.008,8.79123,4.00155,4.36349,4.338,0,0,3.413,
2015-07-10,19:00,3.9004,8.45699,9.55424,2.57,6.02399,0,0,2.5705,
2015-07-10,20:00,2.7765,6.17974,6.7075,1.3743,4.1785,0,0,0.931824,
2015-07-10,21:00,2.8745,4.42974,3.756,2.08675,4.0265,0,0,2.4395,
2015-07-10,22:00,2.30424,4.29824,4.52149,2.64975,2.78475,0,0,2.81225,
2015-07-10,23:00,2.67924,3.88675,4.771,3.2225,3.38975,0,0,1.9475,
2015-07-11,00:00,3.564,5.10874,4.38074,2.93275,4.63975,0,0,1.9095,
2015-07-11,01:00,2.7555,5.11524,6.13649,2.49475,3.4065,0,0,1.71595,
2015-07-11,02:00,2.58825,5.01374,5.47025,2.6855,3.19375,0,0,2.351,
2015-07-11,03:00,1.7885,4.47374,3.41,3.289,3.09,0,0,3.14775,
2015-07-11,04:00,2.934,5.0575,5.46725,2.402,4.85324,0,0,1.93775,
2015-07-11,05:00,4.17774,7.21949,3.86875,2.6425,5.77399,0,0,0.991425,
2015-07-11,06:00,3.55025,4.87074,2.2855,2.70225,4.86199,0,0,2.42725,
2015-07-11,07:00,3.24625,5.55299,2.73975,3.2355,4.16349,0,0,3.15375,
2015-07-11,08:00,4.701,6.78349,4.88249,5.47174,5.68599,0,0,4.8445,
2015-07-11,09:00,5.43024,7.82574,4.35999,5.33974,5.11124,0,0,3.57125,
2015-07-11,10:00,4.828,5.2655,3.06575,5.15374,5.41249,0,0,2.55287,
2015-07-11,11:00,5.81349,6.18749,4.46799,5.11549,6.43174,0,0,3.4595,
2015-07-11,12:00,3.668,2.99575,2.23547,4.42624,1.79972,0,0,3.3955,
2015-07-11,13:00,0.773249,4.71799,1.67602,2.57525,2.60875,0,0,4.49725,
2015-07-11,14:00,1.52775,4.94249,-1.24725,4.93024,4.42774,0,0,4.53374,
2015-07-11,15:00,6.25774,7.27824,3.67262,5.32399,5.66824,0,0,5.27699,
2015-07-11,16:00,5.12499,6.80199,5.1405,5.62875,4.56324,0,0,5.21674,
2015-07-11,17:00,3.814,7.85324,3.832,12.1582,5.89949,0,0,2.54555,
2015-07-11,18:00,8.13649,9.33574,9.68474,6.65524,6.75774,0,0,2.28097,
2015-07-11,19:00,11.0125,14.7712,12.4972,5.02625,9.27673,0,0,4.506,
2015-07-11,20:00,3.54354,6.81674,5.79219,5.17274,5.27699,0,0,5.5135,
2015-07-11,21:00,4.59799,8.52798,5.44999,5.72524,6.09124,0,0,5.22649,
2015-07-11,22:00,5.532,10.3127,6.10349,6.23949,6.83875,0,0,7.14275,
2015-07-11,23:00,6.61824,12.6775,8.16974,5.25549,0,0,0,5.93974,
2015-07-12,00:00,8.75323,13.2525,9.10324,5.89124,6.69266,0,0,6.00974,
2015-07-12,01:00,7.07399,8.47923,9.24649,4.90125,8.65599,0,0,5.60249,
2015-07-12,02:00,5.35299,7.062,9.26849,6.73824,5.64224,0,0,7.19074,
2015-07-12,03:00,4.26524,7.94874,6.5575,6.10974,6.19599,0,0,7.40475,
